"Group","bacteria","pathway"
"Group1","Roseburia inulinivorans DSM 16841","Pyrimidine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Alanine; aspartate and glutamate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Glycine; serine and threonine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Monobactam biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Cysteine and methionine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Valine; leucine and isoleucine degradation"
"Group1","Roseburia inulinivorans DSM 16841","Valine; leucine and isoleucine biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Lysine biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Lysine degradation"
"Group1","Roseburia inulinivorans DSM 16841","Arginine and proline metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Carbapenem biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Histidine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Tyrosine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Phenylalanine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Tryptophan metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Novobiocin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","beta-Alanine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Taurine and hypotaurine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Selenocompound metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Cyanoamino acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","D-Amino acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Glutathione metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Starch and sucrose metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Other glycan degradation"
"Group1","Roseburia inulinivorans DSM 16841","Amino sugar and nucleotide sugar metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Streptomycin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Polyketide sugar unit biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Acarbose and validamycin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Glycosaminoglycan degradation"
"Group1","Roseburia inulinivorans DSM 16841","O-Antigen nucleotide sugar biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Peptidoglycan biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Glycerolipid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Inositol phosphate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Glycerophospholipid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Sphingolipid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Roseburia inulinivorans DSM 16841","Pyruvate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Aminobenzoate degradation"
"Group1","Roseburia inulinivorans DSM 16841","Glyoxylate and dicarboxylate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Propanoate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Styrene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Butanoate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","C5-Branched dibasic acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","One carbon pool by folate"
"Group1","Roseburia inulinivorans DSM 16841","Methane metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Carbon fixation in photosynthetic organisms"
"Group1","Roseburia inulinivorans DSM 16841","Carbon fixation pathways in prokaryotes"
"Group1","Roseburia inulinivorans DSM 16841","Thiamine metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Riboflavin metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Vitamin B6 metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Nicotinate and nicotinamide metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Pantothenate and CoA biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Biotin metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Lipoic acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Folate biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Porphyrin and chlorophyll metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Terpenoid backbone biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Zeatin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Nitrogen metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Sulfur metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Phenylpropanoid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Glucosinolate biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Aminoacyl-tRNA biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Drug metabolism - other enzymes"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of various secondary metabolites - part 3"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of ansamycins"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of vancomycin group antibiotics"
"Group1","Roseburia inulinivorans DSM 16841","Metabolic pathways"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of secondary metabolites"
"Group1","Roseburia inulinivorans DSM 16841","Microbial metabolism in diverse environments"
"Group1","Roseburia inulinivorans DSM 16841","Various types of N-glycan biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Lipopolysaccharide biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Roseburia inulinivorans DSM 16841","Ascorbate and aldarate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Fatty acid elongation"
"Group1","Roseburia inulinivorans DSM 16841","Fatty acid degradation"
"Group1","Roseburia inulinivorans DSM 16841","Geraniol degradation"
"Group1","Roseburia inulinivorans DSM 16841","Benzoate degradation"
"Group1","Roseburia inulinivorans DSM 16841","alpha-Linolenic acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Dioxin degradation"
"Group1","Roseburia inulinivorans DSM 16841","Xylene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Toluene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Chloroalkane and chloroalkene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Naphthalene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Retinol metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Caprolactam degradation"
"Group1","Roseburia inulinivorans DSM 16841","Metabolism of xenobiotics by cytochrome P450"
"Group1","Roseburia inulinivorans DSM 16841","Drug metabolism - cytochrome P450"
"Group1","Roseburia inulinivorans DSM 16841","Steroid hormone biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Phosphonate and phosphinate metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of various secondary metabolites - part 2"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Roseburia inulinivorans DSM 16841","Primary bile acid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Secondary bile acid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Phenazine biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Aflatoxin biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Human immunodeficiency virus 1 infection"
"Group1","Roseburia inulinivorans DSM 16841","Ethylbenzene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Atrazine degradation"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of unsaturated fatty acids"
"Group1","Roseburia inulinivorans DSM 16841","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Roseburia inulinivorans DSM 16841","Limonene and pinene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Roseburia inulinivorans DSM 16841","Fluorobenzoate degradation"
"Group1","Roseburia inulinivorans DSM 16841","Polycyclic aromatic hydrocarbon degradation"
"Group1","Roseburia inulinivorans DSM 16841","Isoquinoline alkaloid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Flavone and flavonol biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Ether lipid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Arachidonic acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Linoleic acid metabolism"
"Group1","Roseburia inulinivorans DSM 16841","Steroid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Mannose type O-glycan biosynthesis"
"Group1","Roseburia inulinivorans DSM 16841","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Secundilactobacillus collinoides 237","Glycolysis / Gluconeogenesis"
"Group1","Secundilactobacillus collinoides 237","Citrate cycle (TCA cycle)"
"Group1","Secundilactobacillus collinoides 237","Pentose phosphate pathway"
"Group1","Secundilactobacillus collinoides 237","Pentose and glucuronate interconversions"
"Group1","Secundilactobacillus collinoides 237","Fructose and mannose metabolism"
"Group1","Secundilactobacillus collinoides 237","Galactose metabolism"
"Group1","Secundilactobacillus collinoides 237","Fatty acid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Oxidative phosphorylation"
"Group1","Secundilactobacillus collinoides 237","Photosynthesis"
"Group1","Secundilactobacillus collinoides 237","Arginine biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Purine metabolism"
"Group1","Secundilactobacillus collinoides 237","Pyrimidine metabolism"
"Group1","Secundilactobacillus collinoides 237","Alanine; aspartate and glutamate metabolism"
"Group1","Secundilactobacillus collinoides 237","Glycine; serine and threonine metabolism"
"Group1","Secundilactobacillus collinoides 237","Monobactam biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Cysteine and methionine metabolism"
"Group1","Secundilactobacillus collinoides 237","Valine; leucine and isoleucine degradation"
"Group1","Secundilactobacillus collinoides 237","Valine; leucine and isoleucine biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Lysine biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Lysine degradation"
"Group1","Secundilactobacillus collinoides 237","Arginine and proline metabolism"
"Group1","Secundilactobacillus collinoides 237","Carbapenem biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Histidine metabolism"
"Group1","Secundilactobacillus collinoides 237","Tyrosine metabolism"
"Group1","Secundilactobacillus collinoides 237","Phenylalanine metabolism"
"Group1","Secundilactobacillus collinoides 237","Tryptophan metabolism"
"Group1","Secundilactobacillus collinoides 237","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Novobiocin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","beta-Alanine metabolism"
"Group1","Secundilactobacillus collinoides 237","Taurine and hypotaurine metabolism"
"Group1","Secundilactobacillus collinoides 237","Selenocompound metabolism"
"Group1","Secundilactobacillus collinoides 237","Cyanoamino acid metabolism"
"Group1","Secundilactobacillus collinoides 237","D-Amino acid metabolism"
"Group1","Secundilactobacillus collinoides 237","Glutathione metabolism"
"Group1","Secundilactobacillus collinoides 237","Starch and sucrose metabolism"
"Group1","Secundilactobacillus collinoides 237","Other glycan degradation"
"Group1","Secundilactobacillus collinoides 237","Amino sugar and nucleotide sugar metabolism"
"Group1","Secundilactobacillus collinoides 237","Streptomycin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Polyketide sugar unit biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Acarbose and validamycin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Glycosaminoglycan degradation"
"Group1","Secundilactobacillus collinoides 237","O-Antigen nucleotide sugar biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Peptidoglycan biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Glycerolipid metabolism"
"Group1","Secundilactobacillus collinoides 237","Inositol phosphate metabolism"
"Group1","Secundilactobacillus collinoides 237","Glycerophospholipid metabolism"
"Group1","Secundilactobacillus collinoides 237","Sphingolipid metabolism"
"Group1","Secundilactobacillus collinoides 237","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Secundilactobacillus collinoides 237","Pyruvate metabolism"
"Group1","Secundilactobacillus collinoides 237","Aminobenzoate degradation"
"Group1","Secundilactobacillus collinoides 237","Glyoxylate and dicarboxylate metabolism"
"Group1","Secundilactobacillus collinoides 237","Propanoate metabolism"
"Group1","Secundilactobacillus collinoides 237","Styrene degradation"
"Group1","Secundilactobacillus collinoides 237","Butanoate metabolism"
"Group1","Secundilactobacillus collinoides 237","C5-Branched dibasic acid metabolism"
"Group1","Secundilactobacillus collinoides 237","One carbon pool by folate"
"Group1","Secundilactobacillus collinoides 237","Methane metabolism"
"Group1","Secundilactobacillus collinoides 237","Carbon fixation in photosynthetic organisms"
"Group1","Secundilactobacillus collinoides 237","Carbon fixation pathways in prokaryotes"
"Group1","Secundilactobacillus collinoides 237","Thiamine metabolism"
"Group1","Secundilactobacillus collinoides 237","Riboflavin metabolism"
"Group1","Secundilactobacillus collinoides 237","Vitamin B6 metabolism"
"Group1","Secundilactobacillus collinoides 237","Nicotinate and nicotinamide metabolism"
"Group1","Secundilactobacillus collinoides 237","Pantothenate and CoA biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Biotin metabolism"
"Group1","Secundilactobacillus collinoides 237","Lipoic acid metabolism"
"Group1","Secundilactobacillus collinoides 237","Folate biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Porphyrin and chlorophyll metabolism"
"Group1","Secundilactobacillus collinoides 237","Terpenoid backbone biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Zeatin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Nitrogen metabolism"
"Group1","Secundilactobacillus collinoides 237","Sulfur metabolism"
"Group1","Secundilactobacillus collinoides 237","Phenylpropanoid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Glucosinolate biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Aminoacyl-tRNA biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Drug metabolism - other enzymes"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of various secondary metabolites - part 3"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of ansamycins"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of vancomycin group antibiotics"
"Group1","Secundilactobacillus collinoides 237","Metabolic pathways"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of secondary metabolites"
"Group1","Secundilactobacillus collinoides 237","Microbial metabolism in diverse environments"
"Group1","Secundilactobacillus collinoides 237","Various types of N-glycan biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Lipopolysaccharide biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Secundilactobacillus collinoides 237","Ascorbate and aldarate metabolism"
"Group1","Secundilactobacillus collinoides 237","Fatty acid elongation"
"Group1","Secundilactobacillus collinoides 237","Fatty acid degradation"
"Group1","Secundilactobacillus collinoides 237","Geraniol degradation"
"Group1","Secundilactobacillus collinoides 237","Benzoate degradation"
"Group1","Secundilactobacillus collinoides 237","alpha-Linolenic acid metabolism"
"Group1","Secundilactobacillus collinoides 237","Dioxin degradation"
"Group1","Secundilactobacillus collinoides 237","Xylene degradation"
"Group1","Secundilactobacillus collinoides 237","Toluene degradation"
"Group1","Secundilactobacillus collinoides 237","Chloroalkane and chloroalkene degradation"
"Group1","Secundilactobacillus collinoides 237","Naphthalene degradation"
"Group1","Secundilactobacillus collinoides 237","Retinol metabolism"
"Group1","Secundilactobacillus collinoides 237","Caprolactam degradation"
"Group1","Secundilactobacillus collinoides 237","Metabolism of xenobiotics by cytochrome P450"
"Group1","Secundilactobacillus collinoides 237","Drug metabolism - cytochrome P450"
"Group1","Secundilactobacillus collinoides 237","Steroid hormone biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Phosphonate and phosphinate metabolism"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of various secondary metabolites - part 2"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Secundilactobacillus collinoides 237","Primary bile acid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Secondary bile acid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Phenazine biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Aflatoxin biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Human immunodeficiency virus 1 infection"
"Group1","Secundilactobacillus collinoides 237","Ethylbenzene degradation"
"Group1","Secundilactobacillus collinoides 237","Atrazine degradation"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of unsaturated fatty acids"
"Group1","Secundilactobacillus collinoides 237","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Secundilactobacillus collinoides 237","Limonene and pinene degradation"
"Group1","Secundilactobacillus collinoides 237","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Secundilactobacillus collinoides 237","Fluorobenzoate degradation"
"Group1","Secundilactobacillus collinoides 237","Polycyclic aromatic hydrocarbon degradation"
"Group1","Secundilactobacillus collinoides 237","Isoquinoline alkaloid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Flavone and flavonol biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Ether lipid metabolism"
"Group1","Secundilactobacillus collinoides 237","Arachidonic acid metabolism"
"Group1","Secundilactobacillus collinoides 237","Linoleic acid metabolism"
"Group1","Secundilactobacillus collinoides 237","Steroid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Mannose type O-glycan biosynthesis"
"Group1","Secundilactobacillus collinoides 237","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycolysis / Gluconeogenesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Citrate cycle (TCA cycle)"
"Group1","Staphylococcus epidermidis ATCC 12228","Pentose phosphate pathway"
"Group1","Staphylococcus epidermidis ATCC 12228","Pentose and glucuronate interconversions"
"Group1","Staphylococcus epidermidis ATCC 12228","Fructose and mannose metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Galactose metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Fatty acid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Oxidative phosphorylation"
"Group1","Staphylococcus epidermidis ATCC 12228","Photosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Arginine biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Purine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Pyrimidine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Alanine; aspartate and glutamate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycine; serine and threonine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Monobactam biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Cysteine and methionine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Valine; leucine and isoleucine degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Valine; leucine and isoleucine biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Lysine biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Lysine degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Arginine and proline metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Carbapenem biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Histidine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Tyrosine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Phenylalanine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Tryptophan metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Novobiocin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","beta-Alanine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Taurine and hypotaurine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Selenocompound metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Cyanoamino acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","D-Amino acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Glutathione metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Starch and sucrose metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Other glycan degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Amino sugar and nucleotide sugar metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Streptomycin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Polyketide sugar unit biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Acarbose and validamycin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycosaminoglycan degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","O-Antigen nucleotide sugar biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Peptidoglycan biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycerolipid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Inositol phosphate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycerophospholipid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Sphingolipid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Staphylococcus epidermidis ATCC 12228","Pyruvate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Aminobenzoate degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Glyoxylate and dicarboxylate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Propanoate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Styrene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Butanoate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","C5-Branched dibasic acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","One carbon pool by folate"
"Group1","Staphylococcus epidermidis ATCC 12228","Methane metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Carbon fixation in photosynthetic organisms"
"Group1","Staphylococcus epidermidis ATCC 12228","Carbon fixation pathways in prokaryotes"
"Group1","Staphylococcus epidermidis ATCC 12228","Thiamine metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Riboflavin metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Vitamin B6 metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Nicotinate and nicotinamide metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Pantothenate and CoA biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Biotin metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Lipoic acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Folate biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Porphyrin and chlorophyll metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Terpenoid backbone biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Zeatin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Nitrogen metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Sulfur metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Phenylpropanoid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Glucosinolate biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Aminoacyl-tRNA biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Drug metabolism - other enzymes"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of various secondary metabolites - part 3"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of ansamycins"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of vancomycin group antibiotics"
"Group1","Staphylococcus epidermidis ATCC 12228","Metabolic pathways"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of secondary metabolites"
"Group1","Staphylococcus epidermidis ATCC 12228","Microbial metabolism in diverse environments"
"Group1","Staphylococcus epidermidis ATCC 12228","Various types of N-glycan biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Lipopolysaccharide biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Staphylococcus epidermidis ATCC 12228","Ascorbate and aldarate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Fatty acid elongation"
"Group1","Staphylococcus epidermidis ATCC 12228","Fatty acid degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Geraniol degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Benzoate degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","alpha-Linolenic acid metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Dioxin degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Xylene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Toluene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Chloroalkane and chloroalkene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Naphthalene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Retinol metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Caprolactam degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Metabolism of xenobiotics by cytochrome P450"
"Group1","Staphylococcus epidermidis ATCC 12228","Drug metabolism - cytochrome P450"
"Group1","Staphylococcus epidermidis ATCC 12228","Steroid hormone biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Phosphonate and phosphinate metabolism"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of various secondary metabolites - part 2"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Staphylococcus epidermidis ATCC 12228","Primary bile acid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Secondary bile acid biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Phenazine biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Aflatoxin biosynthesis"
"Group1","Staphylococcus epidermidis ATCC 12228","Human immunodeficiency virus 1 infection"
"Group1","Staphylococcus epidermidis ATCC 12228","Ethylbenzene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Atrazine degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Biosynthesis of unsaturated fatty acids"
"Group1","Staphylococcus epidermidis ATCC 12228","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Staphylococcus epidermidis ATCC 12228","Limonene and pinene degradation"
"Group1","Staphylococcus epidermidis ATCC 12228","Chlorocyclohexane and chlorobenzene degradation"
