"Group","bacteria","pathway","genus"
"Group2","Bacillus pumilus LLTC96","Drug metabolism - other enzymes","Bacillus"
"Group2","Bacillus pumilus LLTC96","Biosynthesis of ansamycins","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glycolysis / Gluconeogenesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Citrate cycle (TCA cycle)","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Pentose phosphate pathway","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Pentose and glucuronate interconversions","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Fructose and mannose metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Galactose metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Fatty acid biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Fatty acid degradation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Ubiquinone and other terpenoid-quinone biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Oxidative phosphorylation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Photosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Arginine biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Purine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Pyrimidine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Alanine; aspartate and glutamate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glycine; serine and threonine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Monobactam biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Cysteine and methionine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Valine; leucine and isoleucine degradation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Valine; leucine and isoleucine biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Lysine biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Lysine degradation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Arginine and proline metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Carbapenem biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Histidine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Tyrosine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Phenylalanine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Benzoate degradation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Tryptophan metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Phenylalanine; tyrosine and tryptophan biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Novobiocin biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","beta-Alanine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Taurine and hypotaurine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Selenocompound metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","D-Amino acid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glutathione metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Starch and sucrose metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Amino sugar and nucleotide sugar metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","O-Antigen nucleotide sugar biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Peptidoglycan biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glycerolipid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Inositol phosphate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glycerophospholipid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","alpha-Linolenic acid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Pyruvate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Aminobenzoate degradation","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glyoxylate and dicarboxylate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Propanoate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Butanoate metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","C5-Branched dibasic acid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","One carbon pool by folate","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Methane metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Carbon fixation in photosynthetic organisms","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Carbon fixation pathways in prokaryotes","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Thiamine metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Riboflavin metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Vitamin B6 metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Nicotinate and nicotinamide metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Pantothenate and CoA biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Biotin metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Lipoic acid metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Folate biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Porphyrin and chlorophyll metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Terpenoid backbone biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Zeatin biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Nitrogen metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Sulfur metabolism","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Tropane; piperidine and pyridine alkaloid biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Glucosinolate biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Aminoacyl-tRNA biosynthesis","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Drug metabolism - other enzymes","Bacillus"
"Group2","Bacillus subtilis KATMIRA1933","Biosynthesis of ansamycins","Bacillus"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Pentose phosphate pathway","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Pentose and glucuronate interconversions","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Fructose and mannose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Galactose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Fatty acid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Fatty acid degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Ubiquinone and other terpenoid-quinone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Oxidative phosphorylation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Photosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Arginine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Purine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Pyrimidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Monobactam biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Cysteine and methionine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Valine; leucine and isoleucine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Lysine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Lysine degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Arginine and proline metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Carbapenem biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Histidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Tyrosine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Phenylalanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Benzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Tryptophan metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Phenylalanine; tyrosine and tryptophan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Novobiocin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","beta-Alanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Selenocompound metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","D-Amino acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glutathione metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Starch and sucrose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Peptidoglycan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glycerolipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Inositol phosphate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glycerophospholipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","alpha-Linolenic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Pyruvate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Aminobenzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glyoxylate and dicarboxylate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Propanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Butanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","C5-Branched dibasic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","One carbon pool by folate","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Methane metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Thiamine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Riboflavin metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Vitamin B6 metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Biotin metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Lipoic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Folate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Zeatin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Nitrogen metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Sulfur metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Tropane; piperidine and pyridine alkaloid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Glucosinolate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Drug metabolism - other enzymes","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bi-07","Biosynthesis of ansamycins","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Pentose phosphate pathway","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Pentose and glucuronate interconversions","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Fructose and mannose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Galactose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Fatty acid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Fatty acid degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Ubiquinone and other terpenoid-quinone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Oxidative phosphorylation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Photosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Arginine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Purine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Pyrimidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Monobactam biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Cysteine and methionine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Valine; leucine and isoleucine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Lysine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Lysine degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Arginine and proline metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Carbapenem biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Histidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Tyrosine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Phenylalanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Benzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Tryptophan metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Phenylalanine; tyrosine and tryptophan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Novobiocin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","beta-Alanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Selenocompound metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","D-Amino acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glutathione metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Starch and sucrose metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Peptidoglycan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glycerolipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Inositol phosphate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glycerophospholipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","alpha-Linolenic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Pyruvate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Aminobenzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glyoxylate and dicarboxylate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Propanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Butanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","C5-Branched dibasic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","One carbon pool by folate","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Methane metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Thiamine metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Riboflavin metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Vitamin B6 metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Biotin metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Lipoic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Folate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Zeatin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Nitrogen metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Sulfur metabolism","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Tropane; piperidine and pyridine alkaloid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Glucosinolate biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Drug metabolism - other enzymes","Bifidobacterium"
"Group2","Bifidobacterium animalis subsp. Lactis Bl-04","Biosynthesis of ansamycins","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Pentose phosphate pathway","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Pentose and glucuronate interconversions","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Fructose and mannose metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Galactose metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Fatty acid biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Fatty acid degradation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Ubiquinone and other terpenoid-quinone biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Oxidative phosphorylation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Photosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Arginine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Purine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Pyrimidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Monobactam biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Cysteine and methionine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Valine; leucine and isoleucine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Lysine biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Lysine degradation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Arginine and proline metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Carbapenem biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Histidine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Tyrosine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Phenylalanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Benzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Tryptophan metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Phenylalanine; tyrosine and tryptophan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Novobiocin biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","beta-Alanine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Selenocompound metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","D-Amino acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glutathione metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Starch and sucrose metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Peptidoglycan biosynthesis","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glycerolipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Inositol phosphate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glycerophospholipid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","alpha-Linolenic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Pyruvate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Aminobenzoate degradation","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Glyoxylate and dicarboxylate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Propanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Butanoate metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","C5-Branched dibasic acid metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","One carbon pool by folate","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Methane metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Thiamine metabolism","Bifidobacterium"
"Group2","Bifidobacterium longum subsp. infantis ATCC 15697","Riboflavin metabolism","Bifidobacterium"
